"id","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12"
11,206881.362554341,65146.3869173114,17178.9960856549,11019.8793927908,10.4932051064471,4.88454104194724,4.26137826430249,3.52194409214572,4.57799269619504,4.07540245653569,3.16150334473753,2.5463240446391
12,3652.74795851465,2198.94442970517,1347.24845706189,1327.2454080776,912.999901035076,879.302892391057,873.469274124662,747.352595536923,689.973870803352,682.269076244469,645.569537337806,588.38874539174
13,75754.4340540618,26631.4849060141,11119.0820165077,4468.18296314062,1897.41597767217,2.51830304777081,2.84190205995479,2.41312335960799,2.26778463363519,1.95971264195237,1.90103332217695,1.82874038149266
14,3979.94085625559,2103.51350654758,1452.54508434502,1337.57245266668,1050.70760846159,933.829278693484,831.426907774567,718.72334967409,646.774762908623,641.230017235659,594.374111281655,574.120379309053
15,2359.58253788886,1418.95332087135,929.430346836965,681.391320369835,728.18353359233,718.863720780868,723.432150475917,629.692411996025,626.314366965282,609.786498177097,610.890598424635,576.850167232219
16,5146.74782660189,2300.84081915077,1339.95951362564,1143.65427673169,908.274690139312,862.180790121761,859.284156572818,711.566397889802,688.209233279275,673.308557227554,666.278981527079,639.183855396388
17,3342.69933149299,1996.21161455919,1305.21029559813,1104.7987573073,907.166508953493,827.789412081162,758.274877101896,645.974226911653,632.050521729166,611.277864135511,610.573062579035,577.501522626462
18,3149.77679576677,1160.15556726962,473.803655618629,384.387601878594,740.161728911847,747.631683862615,797.62930540723,680.428796707876,666.996044442283,663.26517449253,641.460534598504,585.353308085886
19,9117.30541661347,3919.65064479692,3168.12324746096,2257.48382270683,1760.85158818781,1479.43992038013,1201.33722375105,982.008189989695,900.145179760899,819.705831477312,703.584093275414,650.601148684916
20,3436.37516258183,2037.2233510306,1304.0275228119,1096.97272175691,900.368361725876,831.197461787725,755.831032603983,646.197400392474,632.050521729166,611.277864135511,610.573062579035,577.600896403713
21,2468.0954880783,1647.01136067557,1177.29765256115,1103.74738500942,768.770908586834,706.637015258466,740.399458143806,643.62130692586,624.90092440459,608.821300310466,588.568561306729,572.081126204912
22,3881.94141768394,1745.6709916173,1130.8257259869,1033.02920321402,848.834879429283,785.383615424836,830.567366272051,671.825658759017,642.461522843555,661.375190751843,612.838940113664,578.442465500961
23,8542.84621527685,5878.07532824807,3194.05789919128,2237.23339411445,1671.10079382068,1333.04209240869,1337.93859074231,1018.97758101772,1031.603405289,1077.20771263429,1012.00251720917,834.131099354739
24,5607.46859845317,2379.05600360373,1307.28973738587,1049.87568118161,894.523669491199,862.617645027993,888.619741793327,712.887885146846,690.808763833469,673.88158523321,674.80087515586,642.500792197764
25,64522.9353208221,32814.339296808,23705.608247944,11286.353440843,6062.95236873157,3.81171780249173,2.85080793411014,2.89484691923207,3.50444818898388,3.28104207495062,2.58996869082122,1.80988491881125
26,2442.28072217669,1762.78693719969,1122.79380069353,1032.31802327077,699.656561649899,675.144730429048,719.265593299822,633.315526709397,605.373475277577,608.646969763646,570.591576437261,481.711381236451
27,8590.76015044641,3727.60593612919,3098.82126506375,2659.48383246016,1760.26626127542,1391.71707291149,1263.24220700004,1056.36796820539,943.557191320293,951.485815382584,733.361142780116,659.833171470147
28,11805.4934715645,5261.15106337155,2286.80021072245,1880.57212998711,1360.32256579081,1123.18442990796,1379.92459634002,969.121187724179,813.199639890368,858.411472811717,922.511170792949,869.876679638038
29,46616.0193087277,22967.3367826277,11302.3335926817,9096.02536168094,6141.31766282539,3259.63527670657,3039.89597512043,2018.44639224891,2055.01397444567,1857.76902080139,1772.81598094301,1369.70167258472
30,3442.65167111739,2120.01046130459,1341.20284396529,1122.71036592573,946.385306028247,920.231809604829,769.458255380211,711.597364359017,640.163060732393,638.431251710204,616.154483360428,580.024128487653
31,68301.3109375023,26582.7970432355,11361.1791525493,9040.50073003393,6273.5251811545,3201.94675841137,2915.50146221015,2333.00512894288,2991.67952210909,2582.98942975102,2157.13596472544,1570.68155190377
32,11694.229915142,6701.85304245874,4280.85651728578,2398.09256908101,2008.37661063409,1684.42770661471,1258.88430440539,1089.57403455626,923.65972092787,824.602109903766,808.620947629258,716.900245788293
33,24500.77001627,12652.2670658081,8113.84127725569,4274.14880617403,2877.14309317147,2256.82786148629,1977.12375969942,1516.44932328674,1417.62320657073,1352.7596496798,1196.51518110224,1017.10267047273
34,4122.59532992563,2439.34393253856,1610.38876995719,1403.90552515397,1064.76317696254,951.578587203999,882.931228081038,733.155788965087,653.161065875751,660.445690145302,605.847379997893,581.206834158893
35,3059.78671240099,1759.21995412231,1170.05941641834,1071.90276538105,867.369577568472,781.75506609189,759.198396365041,659.349589515035,612.599414393518,636.046042511009,589.537064936731,574.121352334191
36,38362.8283083842,16545.7100990017,9664.44733548853,7287.91432120279,5628.59658556738,3042.27420623834,2377.12530793129,1681.29673828917,1800.1280812,1417.83893553857,1458.47872960017,1181.39643715937
37,7793.447013104,3438.42632394282,1714.38280950882,1465.1337332634,1142.3079586061,1073.85457144966,1148.31911869571,834.261373393637,772.067437819265,850.652022872216,756.504005290642,738.165390764055
38,4415.43097441954,2123.50041898545,1327.71741476575,1129.6240985551,904.434422835208,855.70731319346,848.860504674334,705.061413755569,677.963721492727,664.363049824502,641.426055609108,592.72997661613
39,3912.27629183106,2088.09409513863,1283.85725940897,1041.54936398078,887.121493755188,853.754117602425,830.27769733551,667.198652725578,660.48707041632,654.405887553644,620.388824137185,577.977717767541
40,4950.86399921515,2706.10632971788,1678.08287177597,1453.0355496486,1124.26614510295,1046.48000508139,940.351388108513,763.675333028141,709.845882266937,701.074022334771,647.236985569899,593.371976975785
41,3692.96670274794,2099.01355876641,1280.23363253753,1041.00518174199,806.120835560616,771.830621173571,847.907602648129,704.657066468469,678.692668605874,664.180529148842,642.498577154326,592.679364453175
42,3391.64646397584,2033.06014746433,1299.44109674663,1095.97315194007,900.368361725876,829.045150819579,754.873898980794,646.197400392474,632.050521729166,611.277864135511,610.573062579035,577.600896403713
43,23965.2386281306,10605.6048078046,7077.05256961912,3533.19683287207,2412.97964929047,1905.4867320519,2197.10367587702,1416.45648796389,1443.22526354822,1508.7882727331,1169.93568234941,1055.75504481199
44,6177.01639760062,2110.42841287909,1367.59453474194,1189.84197016439,895.505349060284,817.314062238731,902.96048699458,716.14288290184,679.4582476034,686.209940531135,652.184065215866,641.335163898943
45,4462.20891227808,1776.79823887188,1194.55821297204,1131.09458733802,876.339175909998,788.161774171879,843.302537425973,699.46419375236,655.459824156364,664.873125811076,617.898102208247,596.857901414985
46,7471.28004026709,4621.53384293682,2370.40967996516,1758.68254101792,1252.58988529661,1119.07044371519,982.178065871473,878.079234565597,738.168131416644,670.575170225623,589.244128957959,501.045362654409
47,8094.92410300514,7240.40825419347,3411.84916820909,1891.65535629946,1282.2674732908,1091.1508472032,1080.2405642126,806.009381296086,738.806376486544,720.536248921735,703.472700892581,660.742346891909
48,30248.314367467,13906.3732557447,5010.01282098404,3780.21411253038,2171.84318984391,1611.13445077528,2.43949623216924,3.0215557081973,2.88923575136361,2.79500166626539,3.10678533092247,2.41354026893236
49,12406.0352670545,6724.29358927693,3177.63343283164,2481.10292911525,1703.97185351659,1384.3700816387,1554.70230443358,1109.28970452388,913.235042991974,876.910244432575,856.803132744428,790.950429638643
50,3264.85297730231,1400.70379688837,1127.48941854047,1082.97402520886,861.36495000517,756.851987485242,752.543379631309,642.46254512721,608.351332295146,609.440086451549,584.705187677619,572.614234562161
51,17561.5748034065,7917.37069794496,4577.02624417366,2812.92896424481,2079.94989986302,1717.94297848076,1502.08947855463,1188.36880642304,1001.63836937766,910.828157752301,908.396723689885,826.627258816597
52,2461.25968517075,1643.29784633137,1045.52359891268,971.415125060741,696.808025883025,676.669452416123,717.661092542471,634.154886184645,606.497669687685,613.125756323809,587.074246853529,571.845356752537
53,64043.8419410638,22366.4283153117,9005.76312523171,6703.00381947154,5430.97246217828,2978.22274475093,2837.75791246648,2539.4918310977,2159.18384565471,1797.41606642488,2110.75940264107,1755.46880387746
54,16107.8773255966,4475.71630310735,647.121100828363,594.559082261974,1.58304192420822,1.33417370718797,1.50539529635275,1.44022106807483,1.23734372984351,1.18753841116195,1.40238359938472,1.34832122254974
55,10865.8420134895,3956.87982990918,1692.0275119788,1428.15981022592,1157.48052373962,1149.11623081262,1276.03317260896,1230.54402317116,957.97171704004,899.509953647513,1092.81261545817,997.336329193244
56,4373.52500595466,1803.80410116896,1142.47394313591,1039.62209335071,858.742790036659,812.49775516494,846.158522500774,706.605623084392,675.10413734363,668.357367604273,624.427782581002,608.935691700351
57,4603.03974862274,2499.00418666063,1631.74706754169,1463.01707829097,1085.66377270858,1006.92936432118,953.530593109126,749.621387728043,696.334284367634,695.842151185921,616.998209959934,586.240952909661
58,4533.5127116562,3070.73748150339,1987.4885333504,1618.122724379,1306.68158545272,1186.03943018952,984.712530322926,757.334940008234,742.53117859464,715.640092424979,640.758798644679,591.128034528418
59,5707.92131073641,3943.3847652324,2014.64240652199,1541.64759366906,1111.37687946318,993.79663029739,814.118288592112,738.034235572563,665.164195155726,674.790496118802,703.221532578473,649.267678718256
60,9187.22135267092,13490.2049704281,6948.88773807039,3963.42532957459,2375.78858674556,1881.54222369417,1722.47430558589,1286.99225459557,1201.16942335034,1190.52474638634,1050.16914091423,876.672036869007
61,4183.09990631282,1785.67778970284,1137.37073962851,1035.9583890365,845.180978943358,785.315995042484,839.203933388764,690.439581764234,648.401810261558,662.532464941802,614.445746290779,580.521484857583
62,5037.01877573293,2291.28376611812,1297.07927752736,1051.52436135073,899.384382437113,861.856029627684,859.284156572818,711.566397889802,687.630538164748,672.337455395273,663.507514313894,637.161742896159
63,4244.77153579116,1638.07869393676,1132.79897826079,1009.0240398882,852.861420160949,786.727517343007,844.305242034525,698.682617207584,655.459824156364,664.516142875398,618.081532847277,596.207350368591
64,3316.73266509657,1887.58839775155,1285.48830411118,1079.24397522266,895.306750292585,824.271038730032,756.177327155544,645.656310217727,627.943771310254,609.630746172554,601.070216697071,574.180058797722
65,3862.52791572829,2866.44111733524,1146.29757068893,986.890831149202,1.24588550148684,1.30569556344026,1.14906438337764,1.12169360874527,1.06596297133932,1.03217541892423,1.03893320175657,1.02918251326511
66,4056.77325933366,2261.02585142652,1566.57388686353,1518.20952879439,917.898133541472,913.873785979763,927.475177045027,765.36726363498,684.726185989224,700.623844365225,624.797248184638,590.314734149404
67,5092.09249772355,3023.1588973232,2543.3015508303,1791.27444145721,1300.50992884728,1223.92319618794,956.486275998909,787.804291635581,769.139988463407,708.223764075629,600.136108854546,584.226293688064
68,6571.12383856494,3058.29319339841,2585.80244733461,1833.99576042449,1415.50017952634,1252.4702457803,1005.26704991869,837.99341214291,795.931673469772,748.661187333768,640.473572267739,619.078634023922
69,6728.5207230375,3426.2166877117,1714.74630367649,1463.84564797555,1143.70018266887,1078.1911284845,1116.91884979119,825.576984350643,738.12791454734,717.278056992187,739.74851834948,711.998727477731
70,2682.02487102644,1648.10564432007,1262.04743062746,1032.67795923458,873.424319551801,825.745018823931,746.30526698947,644.979256333522,632.750275587532,611.689514179265,610.573062579035,576.946485019005
71,3085.75549114201,1900.98452585126,1107.34647720226,1051.43392494314,734.204891562888,688.718795689466,807.388366065059,674.547065138399,640.212228280328,579.332053512305,1.07536108232208,1.02375599511632
72,4360.57196497468,1904.09586032145,1167.3642792261,1040.15798892922,872.67630847356,840.444329120073,845.745126801597,704.422997597744,675.263989289522,666.426704495694,632.577578991427,606.984574844833
73,7846.40631026987,3828.26951454423,3563.46808926115,3077.10751393153,1540.63123985679,1063.70066541663,1.66222195076526,1.64064223195463,1.51881032517336,1.52270530193918,1.22994847305405,1.16209553989
74,3718.68674864145,656.130630497118,380.431288298624,347.907601530941,890.327567546645,824.994902189097,869.759492573115,754.392964626839,680.708817087127,683.642979238859,620.472334218731,607.893646069603
75,2520.50496099861,1187.5067222881,583.506205155204,630.80084229654,700.680825768349,675.553217566502,712.999368276714,634.879313704784,606.683952152903,623.642430097176,590.725669051808,572.493391771926
76,7454.09252323323,4194.73199490301,2151.48715539228,1617.98515614861,1323.94934920134,1103.10979356618,1249.2304912974,925.827782729802,772.937097558047,735.362054183136,797.89741640892,706.895790326408
77,3365.69060661245,1920.10892368823,1241.41422788285,995.91293394411,884.069057434435,843.797764501647,764.645636451417,654.990682773457,631.119417988113,610.173667119485,602.103403431144,574.355520247622
78,16830.7682104477,6964.33031618809,2759.60769802179,2154.87518643228,1658.52512789494,1364.96830445589,1628.88245184764,1113.42397133863,972.205536410258,967.700741946781,972.990493510233,945.576155142406
79,3137.03454804765,1156.53261679854,821.196363564535,664.986561933804,710.104412917331,686.501617159166,796.931742728642,683.575048713034,650.05138850706,662.381413439373,618.010761979279,590.126570214425
80,7905.69703000736,2556.26629411115,1272.11386852988,1140.34589946999,925.715058411428,867.745433726355,1040.88621165959,752.176572052434,761.158100887394,820.702332738275,740.564302796027,729.04569056485
81,13188.1566606136,7822.45826317056,3976.42648165644,2693.95846234683,1955.91822200671,1416.95496261902,1475.65135347466,1126.14284831322,1091.38835139148,1126.40300507094,1098.95237936577,927.403326612719
82,6616.80772539888,2387.3462584071,1373.70661422449,1283.62949299917,942.206862197897,875.575823118576,989.976057428975,740.301943298993,699.903253695646,694.376994100661,675.532586705949,655.534878152816
83,7325.65520513574,3751.38642881486,3095.46091917846,1933.02959733202,1516.77092554858,1420.56450232474,1061.44533209782,906.507325820817,835.935104663189,771.445489303751,679.182129615234,633.139107238586
84,7743.55576559949,1703.48405909075,976.231836688377,728.261808555685,932.302544632857,914.70329511344,1184.22757764308,877.644129341428,827.42215268015,1.44000717412569,1.35001340478577,1.39482879467442
85,49517.6930897666,19434.3521912569,8313.07020948095,5243.85898337131,3557.97848493536,2605.33204842035,2815.65808959635,2711.96070047828,1992.35100568784,2122.17888783069,2137.53470941698,2053.03240620612
86,4375.59015515229,3077.13902589971,1471.15372229742,1070.93215631894,901.694027998381,880.500233201391,764.288886962547,650.882873334123,642.857709150914,654.495364132807,688.245044777258,594.400062906384
87,43731.4575950692,21733.7533491555,10724.2143484389,8708.53180845082,6036.72328111522,3183.98571230693,2726.70908623712,1843.36379452017,1905.88536859519,1582.87091396218,1590.12547523623,1220.47551582599
88,6275.41701588583,2878.83372568909,1549.03639486954,1401.88570623442,1011.49962869516,1020.55967264663,967.872045901031,821.172693990005,711.720318748711,707.743837832137,695.406653355071,654.359358273187
89,4909.74073978456,2148.23887539649,2073.80372149195,1234.79195545878,1221.49704439072,1183.05481171792,952.013999498913,821.390133027788,819.43346838104,749.489148575285,668.640328822231,569.966623168829
90,4232.8510946526,1759.93062823969,1136.24337544798,1033.49878437071,857.364716597263,786.727517343007,843.866499155972,698.682617207584,655.459824156364,664.376653422502,617.917244578044,595.589477279187
91,3128.39346298983,1600.59545644201,1096.35478676718,985.303547956605,831.153163138471,753.260726372146,749.549475833353,638.956739753185,608.351332295146,609.112866561415,584.859084645388,572.063894134829
92,8388.40958661966,3363.56542165887,2976.07976030551,2153.75062007642,1410.36221443157,1274.99364587457,1143.55595663886,926.582090768118,857.01076257809,815.911586983451,671.826148891907,561.768623621985
93,6916.84445850578,4676.17050673475,2552.48971666982,1767.1131326028,1557.41606807445,1184.04787627116,1198.9585979259,963.76499029721,946.361259278174,1012.1394132409,868.292231509271,714.151952024142
94,20455.8725397141,10287.0418920007,6581.10351053491,4581.60467955084,3114.31857618331,2109.47543607845,1976.67601618074,1488.72304346721,1274.31720037334,1130.95491518665,961.049093015568,878.453985698681
95,3917.88840544373,1772.12876579876,1171.31486753872,1122.86162433103,877.618843599093,790.690892240544,844.254774592115,707.13284173721,656.324100722678,679.727017011851,618.143331107627,609.969311329683
96,42354.8210909734,13016.4900127847,5784.97222473215,2992.71308281764,1615.74695985308,1365.36483372168,2.39268265823975,2.45550111349016,1.97346787662895,1.74323609296159,2.04038473485774,1.99618147434416
97,7037.43740487075,5406.86121203141,2798.72548359346,1891.09130717199,1568.26312728815,1368.31490768844,1100.96668794325,947.960619095022,748.186645419074,725.45608037959,751.1214937117,670.454450040743
98,3105.04560362269,3419.28801410768,1867.48979022482,1217.67086124086,1002.88450927131,878.43549805154,781.398248032217,662.281455065296,670.466457561622,644.354271159449,622.628443523406,577.500927139334
99,9195.55072285721,5950.66142732783,3002.82332254469,2003.23234644197,1588.40036961044,1331.90893512916,1363.39209182773,1064.12064121625,1057.86784646945,1091.0542194207,1037.10220675885,877.096124463196
100,14321.5665008535,10774.9788755062,4802.84684117737,3384.4098011307,2544.42713472448,1694.3140969056,1693.45848300599,1251.99722957331,1141.67168059186,1161.50222413597,1122.37540651593,946.851379282628
101,10652.172496807,3596.49486499301,1937.29654749084,1729.53664968979,1278.72643808018,1354.1913747532,1297.76350233413,922.779866976542,971.976723873801,942.32573917454,745.526332808249,763.120427354963
102,3353.45192877046,2032.35018016054,1241.34114617423,996.043385245436,880.792988217268,835.49979965548,762.286483712664,653.794926321222,631.877695471404,610.877161806857,609.375197097108,575.950553450177
103,9722.7157317887,2877.81459750739,1210.74871664433,1128.44416781021,894.514290387885,876.361849482622,1166.40406015556,1139.72682838606,885.176053331282,883.977696818036,1087.71792355133,1051.26697404078
104,3418.38561193807,1751.52546311496,1128.68179068858,987.02115249642,835.772724541178,775.276784035929,760.938863975802,650.307790953565,612.240320050347,624.991378473751,591.908491556867,572.638307191781
105,3216.94352368098,1726.21439531785,1202.54293572741,1153.2568673065,753.318225575752,690.370123618609,806.965776528502,672.400445766088,634.962431132204,1.06574022448534,1.04025676465873,1.0250935707921
106,33680.7794794244,11773.550143562,6693.00598480787,3959.2882012809,2198.87908645247,1752.72528685538,1631.07084102783,1193.28110210861,1089.48943359438,1066.46540648764,870.287776029875,717.597749960839
107,2305.11263723496,755.879532533653,773.111389373477,715.568312162313,689.03838616475,657.172710913608,714.972108743035,623.81263686447,602.830258784577,607.953204213613,584.859084645388,571.94375724306
108,13855.0998313645,4768.47015607875,2363.37411420615,1476.49528608876,987.639649729789,796.225011284882,944.42852928412,709.408350422372,671.064777842539,665.834838772798,615.039628247546,1.10622801085628
109,5044.57717309009,2220.21764537039,1491.49470798152,1429.12515841471,1137.95452613825,1011.86017472416,929.841422838345,782.400208840568,706.687354155874,683.053618270804,628.592830290296,597.976975251419
110,4524.48277579442,2303.97289455593,1485.78925106833,1429.39761533216,1070.53169633131,958.587177112296,924.508904919175,741.01966814113,678.421901992136,698.51349596511,614.366489259842,585.846026662839
111,3142.61686035926,1454.37002162324,1078.10868168708,988.46401923151,826.60341529226,752.655277237501,751.325538838989,638.956739753185,608.854239417085,609.112866561415,584.859084645388,571.965472975265
112,5504.49552889204,2669.55140317299,1886.99328629738,1714.24241564779,1238.55644593865,1260.48614432198,1036.3214353085,813.202950883618,806.841041891604,755.372314260335,622.040592821814,589.684821830818
113,7197.37048757905,2214.5757781706,1357.63459658796,1234.98567536693,911.418141580756,847.47042030401,1046.51219040291,756.189871143051,714.603829884507,824.920729134755,719.396508252042,724.537319848902
114,4265.45870559527,1758.88441443901,1133.13737405165,1033.13543625049,850.260607199696,786.052433208087,841.697394188976,698.682617207584,656.077405478199,666.218282052524,617.898102208247,605.765273722157
115,17698.7194473878,10767.5587195258,6864.81783514519,5165.69314595957,3235.96833126928,2179.36217224214,1935.31998874757,1545.34547512203,1529.83489238603,1416.14934107973,968.669273779436,816.256426426793
116,2769.13186153596,1675.09076894184,1178.04480433867,964.582547302401,917.985932910671,876.69217678418,803.27134959617,705.322815984703,661.90189787888,644.027935414085,617.95318160292,585.303321925604
117,10811.7716114487,2555.11614057317,1373.27898784435,1152.32408283357,1127.88879036624,1083.12570069822,1347.39569426585,1239.60199644491,930.870375956883,921.766608756162,1049.16079725826,989.326192417465
118,3654.91787843847,1807.36245590191,1194.07956855245,1084.30377116477,861.657499046499,778.136602859534,766.636364951278,653.36092874535,618.248904678054,625.327128416703,594.873477103214,573.400826750878
119,3211.73163211034,1636.02905400231,1139.32280241768,1071.51003183531,844.610224382515,777.338034592154,754.591300622825,643.409826434467,625.758677669676,609.715582283904,588.112663984866,572.225937267863
120,15603.7774380956,6104.52128912859,3102.68642698612,1995.88864998156,1621.39064280952,1699.30841785171,1583.37154446298,1639.98565557398,1202.89607925644,1144.53885902468,1233.3434965653,1182.06653415129
121,3373.19889771992,2054.33890333327,1249.74036286909,1006.90606064218,877.524043550607,844.826807166083,762.329404639816,654.990682773457,634.71701248315,611.822251961942,611.464399088167,576.946485019005
122,4228.59391943989,2113.05558464872,1285.9224697793,1046.26352859552,892.92834608426,854.583596512821,844.733637367999,697.123364341636,669.289608386327,662.739734298922,636.974264960659,583.395341953132
123,3188.06462568506,1571.99464288747,1190.22934812612,992.564137744303,868.546225880499,822.337934512204,755.42651203128,644.979256333522,632.050521729166,610.949657507837,610.573062579035,576.946485019005
124,58013.5666044813,21394.9052542027,7741.87823645323,4951.5068050227,3140.0337097253,2917.14401950092,2474.52917321598,2712.66458262392,2087.82964460874,1670.17259908447,1380.23683134629,1194.63016144045
125,9726.13996501031,4425.66162182754,3410.62703558993,2679.20330965281,1856.02147762368,1518.71568043638,1268.05881391774,1081.90301386632,981.82363403388,959.647410265802,765.029484627206,697.122599048048
126,2634.27176086395,1515.85959591808,1404.67736705615,1440.21738730374,732.136405693378,599.115889926712,0.998479550510301,1.00862102523462,0.992617110340107,1.00002832758205,0.991135842334045,1.01235258672507
127,9120.41071151508,3532.10811696478,1989.14257270233,1274.26382180138,959.48559362753,1.34020264145459,1.46517888248388,1.24312663217407,1.17384480952209,1.14367756686912,1.18221881242167,1.16145705971419
128,4401.09067471291,1802.63708869511,1103.34662520053,1135.90066248296,772.108914851315,699.575305333878,913.091184679264,707.509325045395,666.94531800595,675.628514196535,664.162410492123,646.014626723853
129,13761.9868643993,4722.77233317568,2705.09874287144,1894.16628249306,1353.4861485189,1402.52103683031,1355.48921977647,1002.79902699961,1073.93931719108,989.072141141684,815.369931436362,801.812626907879
130,26426.6487222524,16377.834127008,8442.09509916552,5233.92873250274,3338.24791182291,2381.97666342126,2307.21464668506,1724.74994306451,1586.83875628038,1584.79676592362,1330.96211436158,1062.17061949479
131,3416.68591428452,992.883323276691,821.23412389214,686.295314666129,835.772724541178,774.984757961682,764.343055171813,650.663890433141,612.240320050347,624.991378473751,591.600822452335,572.61364411453
132,10285.5218587104,6087.8239120458,3602.07733025954,2351.20259585503,1723.07781152787,1377.51174560944,1400.60366937444,1091.57236358244,1070.21134512422,1112.76911528577,1038.39877694167,881.811508952171
133,7534.65615524793,2753.34196758187,1371.24816640903,1239.84376379956,974.233153028569,925.254919375298,1246.53991654274,1021.54194564519,907.93624000389,901.434524633702,852.306374482465,849.304484691326
134,3472.54667241734,1362.5577196267,1233.45776321192,1173.71796979915,877.001427176863,791.221469521542,767.683060702837,653.690539743485,618.248611346707,625.261941739268,585.860128421874,573.95641116236
135,10572.3234458327,9841.85258171218,3843.0659729924,2876.16891230248,1875.79965261415,1498.91497184568,1474.38651775124,1102.90523528671,878.045644246027,803.375863184065,870.838230245731,783.496356257911
136,12070.7028172031,5809.83142952389,3622.25733731394,2737.55360273434,1879.17699605697,1541.64042730353,1421.24282963182,1150.78477071758,1017.97353841566,975.128015209108,826.237185206744,740.819252935712
137,20405.2021000978,10443.9336817831,8556.99453881773,4485.09331525662,2330.54933227453,2.46825214467914,1.72397163019746,1.73498891055302,2.04555310627075,1.9039239090436,1.48823336468815,1.22310179208578
138,13540.7309711844,4153.9197518391,3235.78521898554,2727.73227492157,1596.93433582141,1252.05251952566,1307.09298719004,1047.47115190261,923.827811589407,895.6057688566,749.927962824126,656.758201486917
139,2959.49142506267,2123.91808917196,1366.7372878948,1193.3382421118,1014.4884645773,883.152268235004,777.361229261205,671.977502390728,678.9890081847,642.244519831857,616.481360131479,576.807247019729
140,3941.76669454809,1806.96256117036,1142.51364067523,1035.06810291707,845.7308831049,809.487203514426,833.576121057393,675.984840170791,660.844896108789,661.375190751843,616.267800434135,578.456938094956
141,4124.99001217296,1752.16362797001,1132.45212784836,1029.15459542243,845.180978943358,785.315995042484,838.239038480564,690.439581764234,647.866237266992,662.532464941802,614.445746290779,580.521484857583
142,12702.6777755335,5605.84088125331,2446.73568319267,1827.53535791005,1540.99929066185,1270.16873300998,1383.38402642142,1045.34720565193,849.228367223095,905.211346113421,907.045858240253,836.800298051706
143,3166.66747736935,1697.75082488212,1092.87620649391,983.617195210179,842.388112500139,759.722913353531,750.745555480918,642.238261408852,608.351332295146,609.112866561415,585.009270624566,572.088533533765
144,5123.39978552933,2231.98046637876,1505.4874739912,1404.60976339496,1096.35558476137,1012.3242921819,929.52567839269,779.055691171532,707.032381809392,685.161300405585,635.212967329948,609.245176425939
145,59891.3321349991,20044.7990102996,7991.96353507261,5020.23793230557,3381.81403523258,2969.46206112882,2494.85831290716,2843.29815059036,2267.58299772026,1828.64211138081,1703.35006062235,1306.49353737987
146,3739.2703373384,1797.09534168434,1183.92589816606,1055.64258497926,708.988547506326,687.097797483143,818.749379423955,678.629104562381,642.04527438842,1.23644205293811,1.04610160387983,1.04250325416978
147,7386.98135987089,6188.79749412574,3720.54737745654,2521.12661695271,1973.75986944985,1478.93893867403,1400.63245356389,1070.46359423077,1012.35426820229,1045.39906073922,891.256099522976,750.596280616982
148,22271.8284951395,7792.70364139748,3851.50203779802,3064.8517252501,2095.36396521091,1807.94093188129,1788.06127589694,1885.27371828435,1620.89037956444,1523.93883889079,1365.25762136969,1221.62410601252
149,21962.8407537783,10786.8554608701,5314.68751805421,3764.42316734631,2555.58105746132,1875.16440919575,1900.0885104284,1467.62079117896,1138.80635368258,1073.37132040817,1044.34259887393,891.110856159508
